,3_text.txt
diggers,3.84367024384244e-06
diggy,7.68734048768488e-06
digicom,3.84367024384244e-06
digital,1.9218351219212203e-05
digitalhealth,3.84367024384244e-06
digitel,3.84367024384244e-06
digitial,3.84367024384244e-06
digitisation,3.84367024384244e-06
digvijay,1.153101073152732e-05
dii,2.306202146305464e-05
diii,3.84367024384244e-06
dije,3.84367024384244e-06
dijia,3.84367024384244e-06
dijiye,9.224808585221857e-05
dijo,3.84367024384244e-06
dijye,7.68734048768488e-06
dikao,3.84367024384244e-06
dikat,3.84367024384244e-06
dikh,4.612404292610928e-05
dikha,0.00010762276682758833
dikhaate,3.84367024384244e-06
dikhaayegaa,3.84367024384244e-06
dikhaega,3.84367024384244e-06
dikhai,1.537468097536976e-05
dikhaijara,3.84367024384244e-06
dikhain,3.84367024384244e-06
dikhana,7.68734048768488e-06
dikhane,7.68734048768488e-06
dikhani,3.84367024384244e-06
dikhao,3.459303219458196e-05
dikhaoooo,3.84367024384244e-06
dikhata,7.68734048768488e-06
dikhate,7.68734048768488e-06
dikhati,3.84367024384244e-06
dikhaunga,3.84367024384244e-06
dikhauo,3.84367024384244e-06
dikhawa,3.84367024384244e-06
dikhaya,2.6905691706897083e-05
dikhaye,7.68734048768488e-06
dikhayege,7.68734048768488e-06
dikhayi,3.84367024384244e-06
dikhe,1.9218351219212203e-05
dikhega,3.84367024384244e-06
dikhey,3.84367024384244e-06
dikhi,3.84367024384244e-06
dikhna,7.68734048768488e-06
dikho,3.84367024384244e-06
dikhta,2.6905691706897083e-05
dikhtay,3.84367024384244e-06
dikhte,3.84367024384244e-06
dikhtee,3.84367024384244e-06
dikhtey,7.68734048768488e-06
dikhth,3.84367024384244e-06
dikhti,1.153101073152732e-05
dikhyenge,3.84367024384244e-06
dikkat,1.153101073152732e-05
dikt,3.84367024384244e-06
dil,0.0005803942068202084
dila,0.00010377909658374588
dilaaye,3.84367024384244e-06
diladi,3.84367024384244e-06
dilao,7.68734048768488e-06
dilasa,3.84367024384244e-06
dilata,1.153101073152732e-05
dilated,3.84367024384244e-06
dilaya,3.84367024384244e-06
dilayange,3.84367024384244e-06
dilaye,3.84367024384244e-06
dilayega,3.84367024384244e-06
dilchura,3.84367024384244e-06
dildaar,3.84367024384244e-06
dildaara,3.84367024384244e-06
dildar,3.84367024384244e-06
dilemma,1.9218351219212203e-05
dilenge,3.84367024384244e-06
dilhi,1.537468097536976e-05
dili,3.84367024384244e-06
dill,7.68734048768488e-06
dillagi,3.84367024384244e-06
dilli,0.00011531010731527321
dillibasi,3.84367024384244e-06
dillicminvitation,3.84367024384244e-06
dilliwale,3.84367024384244e-06
dilliwalon,3.84367024384244e-06
dilnasheen,3.84367024384244e-06
dilo,1.153101073152732e-05
diloke,3.84367024384244e-06
dilon,3.84367024384244e-06
dilouge,3.84367024384244e-06
dilse,1.153101073152732e-05
dilute,3.84367024384244e-06
dilwana,3.84367024384244e-06
dilwate,3.84367024384244e-06
dimaag,3.074936195073952e-05
dimag,0.00013837212877832784
dimagkhau,3.84367024384244e-06
dimak,1.153101073152732e-05
dimaq,3.84367024384244e-06
dimension,3.84367024384244e-06
dimes,3.84367024384244e-06
dimg,3.84367024384244e-06
dimple,3.84367024384244e-06
dimples,1.153101073152732e-05
din,0.0010454783063251437
dine,3.84367024384244e-06
diner,3.84367024384244e-06
ding,3.84367024384244e-06
dinner,6.918606438916392e-05
dinnn,3.84367024384244e-06
dino,0.00013452845853448542
dinonke,3.84367024384244e-06
dint,7.68734048768488e-06
dionje,3.84367024384244e-06
dip,3.84367024384244e-06
diphtheria,3.84367024384244e-06
dipiazza,3.84367024384244e-06
dipti,3.84367024384244e-06
dircfcbkdm,3.84367024384244e-06
direct,4.2280372682266844e-05
directed,3.84367024384244e-06
directing,7.68734048768488e-06
direction,1.153101073152732e-05
directionally,3.84367024384244e-06
directioner,3.84367024384244e-06
directly,1.537468097536976e-05
director,1.153101073152732e-05
directors,3.84367024384244e-06
directory,3.84367024384244e-06
dirt,7.68734048768488e-06
dirtiest,3.84367024384244e-06
dirty,2.306202146305464e-05
dis,0.00011915377755911565
disabled,3.84367024384244e-06
disagree,3.84367024384244e-06
disappear,3.84367024384244e-06
disappeared,7.68734048768488e-06
disappoint,7.68734048768488e-06
disappointed,2.306202146305464e-05
disappointing,1.153101073152732e-05
disaster,7.68734048768488e-06
disbursements,3.84367024384244e-06
disc,1.153101073152732e-05
discharge,3.84367024384244e-06
discharged,3.84367024384244e-06
discipline,3.84367024384244e-06
discounted,7.68734048768488e-06
discounts,3.84367024384244e-06
discover,3.84367024384244e-06
discovered,3.84367024384244e-06
discriminate,3.84367024384244e-06
discuss,3.459303219458196e-05
discussing,1.537468097536976e-05
discussion,1.537468097536976e-05
discussions,3.84367024384244e-06
discussn,3.84367024384244e-06
diseal,3.84367024384244e-06
disease,5.7655053657636605e-05
diseases,7.68734048768488e-06
diserve,3.84367024384244e-06
disg,3.84367024384244e-06
disgrace,3.84367024384244e-06
disguise,3.84367024384244e-06
disgust,3.84367024384244e-06
dish,7.68734048768488e-06
disha,3.84367024384244e-06
dishonored,3.84367024384244e-06
dishonoured,3.84367024384244e-06
dishta,3.84367024384244e-06
disliking,3.84367024384244e-06
dislocation,3.84367024384244e-06
dismantle,3.84367024384244e-06
dismissal,3.84367024384244e-06
disney,7.68734048768488e-06
disorder,7.68734048768488e-06
displaced,3.84367024384244e-06
display,3.84367024384244e-06
displayed,3.84367024384244e-06
disposable,3.84367024384244e-06
dispose,3.84367024384244e-06
dispute,3.84367024384244e-06
disrupting,3.84367024384244e-06
dissatisfies,3.84367024384244e-06
disst,3.84367024384244e-06
dissuade,3.84367024384244e-06
distance,1.9218351219212203e-05
distanced,3.84367024384244e-06
disterb,3.84367024384244e-06
distressed,7.68734048768488e-06
distribute,3.84367024384244e-06
distributed,3.84367024384244e-06
distributing,3.84367024384244e-06
distribution,3.84367024384244e-06
district,1.537468097536976e-05
districts,3.84367024384244e-06
disturb,3.84367024384244e-06
disturbance,3.84367024384244e-06
dita,3.84367024384244e-06
ditch,3.84367024384244e-06
ditti,3.84367024384244e-06
ditto,7.68734048768488e-06
diua,3.84367024384244e-06
diva,3.84367024384244e-06
divani,3.84367024384244e-06
divas,1.9218351219212203e-05
divate,3.84367024384244e-06
dive,1.153101073152732e-05
divert,3.84367024384244e-06
divesh,3.84367024384244e-06
divide,1.9218351219212203e-05
divided,7.68734048768488e-06
divides,3.84367024384244e-06
division,3.84367024384244e-06
divita,3.84367024384244e-06
divorce,1.537468097536976e-05
divya,1.153101073152732e-05
diwali,3.074936195073952e-05
diwana,1.537468097536976e-05
diwane,1.153101073152732e-05
diwani,1.153101073152732e-05
diwaniya,3.84367024384244e-06
dixieland,3.84367024384244e-06
dixit,7.68734048768488e-06
diy,7.68734048768488e-06
diya,0.0009263245287660281
diyaa,1.537468097536976e-05
diyaaa,3.84367024384244e-06
diyahe,3.84367024384244e-06
diyan,3.84367024384244e-06
diyar,3.84367024384244e-06
diye,0.00013837212877832784
diyo,3.8436702438424406e-05
diyu,7.68734048768488e-06
diz,1.153101073152732e-05
diziye,3.84367024384244e-06
dizzy,3.84367024384244e-06
dizzyinhappyvalley,3.84367024384244e-06
dj,2.306202146305464e-05
dkbos,3.84367024384244e-06
dkh,2.306202146305464e-05
dkhgy,3.84367024384244e-06
dkhi,1.153101073152732e-05
dkhiye,3.84367024384244e-06
dkhke,3.84367024384244e-06
dkhna,7.68734048768488e-06
dkhne,7.68734048768488e-06
dkho,3.84367024384244e-06
dkhte,1.537468097536976e-05
dkhunga,3.84367024384244e-06
dla,3.84367024384244e-06
dm,3.459303219458196e-05
dmb,3.84367024384244e-06
dmcc,3.84367024384244e-06
dmv,3.84367024384244e-06
dn,3.8436702438424406e-05
dna,3.84367024384244e-06
dnde,3.84367024384244e-06
dne,7.68734048768488e-06
dng,3.84367024384244e-06
dnt,0.00015759047999754005
do,0.0018564927277758987
doable,3.84367024384244e-06
dobara,2.6905691706897083e-05
doc,3.8436702438424406e-05
docks,7.68734048768488e-06
docomo,3.84367024384244e-06
docs,1.153101073152732e-05
docter,7.68734048768488e-06
doctero,3.84367024384244e-06
doctor,1.537468097536976e-05
doctors,1.153101073152732e-05
doctr,3.84367024384244e-06
documentary,1.153101073152732e-05
documentry,7.68734048768488e-06
documentsg,3.84367024384244e-06
dod,3.84367024384244e-06
dodegi,3.84367024384244e-06
dodgy,3.84367024384244e-06
does,0.00020371452292364934
doesn,0.00010377909658374588
doesnot,3.84367024384244e-06
doesnt,6.149872390147904e-05
dog,4.2280372682266844e-05
doga,1.153101073152732e-05
doge,6.149872390147904e-05
dogeanna,3.84367024384244e-06
dogey,3.84367024384244e-06
dogg,3.84367024384244e-06
doggy,3.84367024384244e-06
dogi,7.68734048768488e-06
dogle,3.84367024384244e-06
dogra,7.68734048768488e-06
dogs,2.6905691706897083e-05
dohrata,3.84367024384244e-06
dohri,3.84367024384244e-06
doimg,3.84367024384244e-06
doin,3.84367024384244e-06
doing,0.00022293287414286154
doingthats,3.84367024384244e-06
dokha,1.153101073152732e-05
dokies,3.84367024384244e-06
dolat,3.84367024384244e-06
dole,3.84367024384244e-06
doled,3.84367024384244e-06
doley,3.84367024384244e-06
doli,3.84367024384244e-06
doliarmaanonki,3.84367024384244e-06
doll,3.84367024384244e-06
dollar,2.6905691706897083e-05
dollars,1.153101073152732e-05
dolls,3.84367024384244e-06
dolphin,3.84367024384244e-06
dolt,3.84367024384244e-06
dome,3.84367024384244e-06
domenico,3.84367024384244e-06
domex,7.68734048768488e-06
dominated,1.537468097536976e-05
domination,3.84367024384244e-06
domini,3.84367024384244e-06
don,0.0006803296331601119
dona,3.84367024384244e-06
donate,3.84367024384244e-06
donation,2.6905691706897083e-05
doncaster,3.84367024384244e-06
done,0.00018449617170443713
dong,7.68734048768488e-06
dongi,3.84367024384244e-06
dongiri,3.84367024384244e-06
doni,2.306202146305464e-05
donkeys,3.84367024384244e-06
dono,0.00031133728975123767
donot,3.84367024384244e-06
dont,0.00039974170535961377
donthateme,3.84367024384244e-06
donuts,7.68734048768488e-06
donwade,3.84367024384244e-06
doo,1.537468097536976e-05
doob,7.68734048768488e-06
doobe,3.84367024384244e-06
doobegi,3.84367024384244e-06
doobenge,3.84367024384244e-06
doobh,3.84367024384244e-06
doobti,3.84367024384244e-06
doodarshita,3.84367024384244e-06
doodh,1.9218351219212203e-05
doodle,7.68734048768488e-06
doods,3.84367024384244e-06
dook,4.2280372682266844e-05
doom,3.84367024384244e-06
doondh,3.84367024384244e-06
doonga,1.9218351219212203e-05
dooper,3.84367024384244e-06
door,6.534239414532148e-05
doordarsan,3.84367024384244e-06
doordarshan,3.84367024384244e-06
doosra,1.153101073152732e-05
doosre,1.537468097536976e-05
doosri,1.537468097536976e-05
doosro,7.68734048768488e-06
dopahar,3.84367024384244e-06
doper,7.68734048768488e-06
dophar,3.84367024384244e-06
doplease,4.2280372682266844e-05
dor,3.84367024384244e-06
dorking,3.84367024384244e-06
dosa,7.68734048768488e-06
dose,1.153101073152732e-05
doshi,3.84367024384244e-06
dosnt,3.84367024384244e-06
dost,0.0001806525014605947
dosti,1.9218351219212203e-05
dostiyaan,3.84367024384244e-06
dosto,8.456074536453369e-05
doston,3.459303219458196e-05
dosuman,3.84367024384244e-06
dot,1.153101073152732e-05
dothttp,3.84367024384244e-06
dou,1.9218351219212203e-05
double,6.918606438916392e-05
doubling,3.84367024384244e-06
doubna,1.537468097536976e-05
doubt,4.2280372682266844e-05
doubted,3.84367024384244e-06
doubts,1.153101073152732e-05
dout,3.84367024384244e-06
dovey,3.84367024384244e-06
dowa,3.84367024384244e-06
dowaye,3.84367024384244e-06
dowload,3.84367024384244e-06
down,0.00035746133267734693
downing,7.68734048768488e-06
download,9.6091756096061e-05
downloading,7.68734048768488e-06
downlod,3.84367024384244e-06
downloing,3.84367024384244e-06
downs,3.84367024384244e-06
downtown,3.84367024384244e-06
dp,3.459303219458196e-05
dpaega,3.84367024384244e-06
dpnds,3.84367024384244e-06
dr,0.00011146643707143077
dra,3.84367024384244e-06
draconian,3.84367024384244e-06
dracula,3.84367024384244e-06
draft,1.153101073152732e-05
drafts,3.84367024384244e-06
drag,7.68734048768488e-06
dragon,3.074936195073952e-05
drain,3.84367024384244e-06
drama,3.459303219458196e-05
dramaparty,3.84367024384244e-06
dramatic,3.84367024384244e-06
dramebaaz,1.153101073152732e-05
dramsinghvi,3.84367024384244e-06
drapan,1.153101073152732e-05
drar,3.84367024384244e-06
drastic,1.153101073152732e-05
draught,3.84367024384244e-06
dravid,3.84367024384244e-06
draw,1.9218351219212203e-05
drawing,7.68734048768488e-06
draws,3.84367024384244e-06
drd,3.84367024384244e-06
dre,1.537468097536976e-05
dreadful,3.84367024384244e-06
dream,0.00014605946926601272
dreaming,1.153101073152732e-05
dreams,4.2280372682266844e-05
dreamy,3.84367024384244e-06
drell,3.84367024384244e-06
dress,8.071707512069125e-05
dressed,3.84367024384244e-06
dresses,7.68734048768488e-06
dressing,7.68734048768488e-06
dressinglikeaslutcomeswithaprice,3.84367024384244e-06
dressng,3.84367024384244e-06
drew,3.8436702438424406e-05
drewpeterson,3.84367024384244e-06
driect,3.84367024384244e-06
drilling,3.84367024384244e-06
drink,5.7655053657636605e-05
drinking,2.306202146305464e-05
drinks,7.68734048768488e-06
drishya,3.84367024384244e-06
drive,3.8436702438424406e-05
drives,3.84367024384244e-06
driveway,3.84367024384244e-06
driving,1.153101073152732e-05
drja,3.84367024384244e-06
drn,3.84367024384244e-06
drnk,1.153101073152732e-05
drnkd,3.84367024384244e-06
drohi,1.153101073152732e-05
drop,4.2280372682266844e-05
dropadi,3.84367024384244e-06
dropped,1.9218351219212203e-05
droppin,3.84367024384244e-06
dropping,1.153101073152732e-05
drought,3.84367024384244e-06
drove,7.68734048768488e-06
drr,7.68734048768488e-06
drshan,3.84367024384244e-06
drta,3.84367024384244e-06
drte,3.84367024384244e-06
drubes,3.84367024384244e-06
drug,1.9218351219212203e-05
drugs,7.68734048768488e-06
drum,3.84367024384244e-06
drummer,7.68734048768488e-06
drummond,3.84367024384244e-06
drunk,2.306202146305464e-05
dry,7.68734048768488e-06
ds,1.9218351219212203e-05
dsapntng,3.84367024384244e-06
dsf,3.84367024384244e-06
dsir,3.84367024384244e-06
dsnt,3.84367024384244e-06
dsprately,3.84367024384244e-06
dss,3.84367024384244e-06
dstv,3.84367024384244e-06
dsu,7.68734048768488e-06
dt,1.9218351219212203e-05
dta,3.84367024384244e-06
dte,7.68734048768488e-06
dtee,3.84367024384244e-06
dtkr,3.84367024384244e-06
dtn,3.84367024384244e-06
du,0.00033439931121429233
dua,0.00011146643707143077
duaa,2.6905691706897083e-05
duaein,3.84367024384244e-06
duaen,3.84367024384244e-06
duaey,3.84367024384244e-06
dual,3.84367024384244e-06
duao,3.84367024384244e-06
dub,1.537468097536976e-05
duba,7.68734048768488e-06
dubai,1.153101073152732e-05
dubara,3.8436702438424406e-05
dubbed,3.84367024384244e-06
dube,3.84367024384244e-06
dubegi,3.84367024384244e-06
dubey,1.153101073152732e-05
dublin,4.2280372682266844e-05
dubo,1.153101073152732e-05
dubta,3.84367024384244e-06
duc,3.074936195073952e-05
ducati,3.84367024384244e-06
duck,3.8436702438424406e-05
duckhunt,3.84367024384244e-06
ducks,7.68734048768488e-06
dude,0.0001229974478029581
dudeimstoked,3.84367024384244e-06
dudes,7.68734048768488e-06
dudh,7.68734048768488e-06
due,5.3811383413794166e-05
duels,3.459303219458196e-05
dueschbag,3.84367024384244e-06
duet,3.84367024384244e-06
duffer,3.84367024384244e-06
duga,1.9218351219212203e-05
dugc,3.84367024384244e-06
duge,3.84367024384244e-06
dugni,3.84367024384244e-06
duh,7.68734048768488e-06
duiites,3.84367024384244e-06
duinya,3.84367024384244e-06
duites,7.68734048768488e-06
duja,3.84367024384244e-06
duk,3.84367024384244e-06
duka,3.84367024384244e-06
dukaan,1.153101073152732e-05
dukan,1.9218351219212203e-05
dukandar,3.84367024384244e-06
dukano,3.84367024384244e-06
duke,4.996771316995172e-05
dukh,6.149872390147904e-05
dukhare,3.84367024384244e-06
dukhaya,7.68734048768488e-06
dukhi,1.537468097536976e-05
dukhkhabri,3.84367024384244e-06
dukhti,3.84367024384244e-06
dukhu,3.84367024384244e-06
dukkar,3.84367024384244e-06
dulhan,1.537468097536976e-05
dull,7.68734048768488e-06
dulu,3.84367024384244e-06
dum,0.00013837212877832784
dumb,3.074936195073952e-05
dumbass,3.84367024384244e-06
dumbest,7.68734048768488e-06
dumbo,3.84367024384244e-06
dumem,3.84367024384244e-06
duminy,3.84367024384244e-06
dumny,3.84367024384244e-06
dump,3.84367024384244e-06
dumped,1.153101073152732e-05
dumps,1.153101073152732e-05
dun,5.3811383413794166e-05
dunda,3.84367024384244e-06
dunde,3.84367024384244e-06
dunga,9.224808585221857e-05
dungachalo,3.84367024384244e-06
dungeon,3.84367024384244e-06
dungey,3.84367024384244e-06
dungi,1.153101073152732e-05
dungiya,7.68734048768488e-06
dungo,3.84367024384244e-06
duni,3.84367024384244e-06
dunia,5.7655053657636605e-05
duniya,0.00020371452292364934
duniyaa,7.68734048768488e-06
duniyako,3.84367024384244e-06
dunk,3.84367024384244e-06
dunno,7.68734048768488e-06
dunya,1.537468097536976e-05
duo,1.153101073152732e-05
dupar,1.9218351219212203e-05
duper,6.534239414532148e-05
dur,8.071707512069125e-05
durable,3.84367024384244e-06
duration,7.68734048768488e-06
durbhagya,3.84367024384244e-06
durdarshan,7.68734048768488e-06
durex,3.84367024384244e-06
durghatna,7.68734048768488e-06
durham,3.84367024384244e-06
during,0.00011915377755911565
duriya,3.84367024384244e-06
durlabh,3.84367024384244e-06
durpayog,3.84367024384244e-06
durrrrrr,3.84367024384244e-06
durston,3.84367024384244e-06
durupyog,3.84367024384244e-06
durust,7.68734048768488e-06
dus,1.537468097536976e-05
dusara,7.68734048768488e-06
dusare,7.68734048768488e-06
dusari,3.84367024384244e-06
dusaro,3.84367024384244e-06
dusaron,3.84367024384244e-06
dushara,3.84367024384244e-06
dushman,1.9218351219212203e-05
dushmani,3.84367024384244e-06
dushmano,3.84367024384244e-06
dushre,3.84367024384244e-06
dushyon,3.84367024384244e-06
dusman,1.537468097536976e-05
dusmn,3.84367024384244e-06
dusmni,3.84367024384244e-06
dusra,5.3811383413794166e-05
dusraa,3.84367024384244e-06
dusre,0.00011146643707143077
dusri,6.534239414532148e-05
dusro,7.687340487684881e-05
dusron,7.68734048768488e-06
dusroo,3.84367024384244e-06
duss,3.84367024384244e-06
dussht,3.84367024384244e-06
duster,3.074936195073952e-05
dusting,3.84367024384244e-06
dusu,1.9218351219212203e-05
dusucksbigtime,3.84367024384244e-06
dutkar,3.84367024384244e-06
dutt,1.153101073152732e-05
duty,1.9218351219212203e-05
duubbb,3.84367024384244e-06
duud,3.84367024384244e-06
duuhhhh,3.84367024384244e-06
duur,7.68734048768488e-06
duva,3.84367024384244e-06
duvaa,3.84367024384244e-06
duval,3.84367024384244e-06
duwa,1.9218351219212203e-05
duwaye,3.84367024384244e-06
duya,7.68734048768488e-06
dvara,3.84367024384244e-06
dvd,1.537468097536976e-05
dvds,3.84367024384244e-06
dvr,3.84367024384244e-06
dwa,3.84367024384244e-06
dwai,3.84367024384244e-06
dwara,3.459303219458196e-05
dwaraa,3.84367024384244e-06
dwarka,7.68734048768488e-06
dwayne,3.84367024384244e-06
dwc,3.84367024384244e-06
dwight,3.84367024384244e-06
dwkho,3.84367024384244e-06
dwraka,3.84367024384244e-06
dy,1.537468097536976e-05
dya,1.9218351219212203e-05
dyaan,7.68734048768488e-06
dyal,3.84367024384244e-06
dyan,3.84367024384244e-06
dyga,3.84367024384244e-06
dying,7.68734048768488e-06
dyna,3.84367024384244e-06
dysfunction,3.84367024384244e-06
dystrophy,3.84367024384244e-06
dyty,3.84367024384244e-06
dzxtiybhqu,3.84367024384244e-06
e,0.0001229974478029581
ea,7.68734048768488e-06
each,6.918606438916392e-05
ead,3.84367024384244e-06
eager,3.84367024384244e-06
eagerly,1.9218351219212203e-05
eagle,3.84367024384244e-06
eagles,1.153101073152732e-05
eak,3.84367024384244e-06
ear,3.84367024384244e-06
earl,3.84367024384244e-06
earlier,3.459303219458196e-05
earliest,3.84367024384244e-06
earls,3.84367024384244e-06
early,0.00010762276682758833
earn,2.6905691706897083e-05
earned,1.537468097536976e-05
earning,3.84367024384244e-06
earnt,3.84367024384244e-06
ears,1.537468097536976e-05
earth,4.612404292610928e-05
earthquakes,3.84367024384244e-06
easa,3.84367024384244e-06
ease,1.9218351219212203e-05
eased,3.84367024384244e-06
easier,7.68734048768488e-06
easiest,7.68734048768488e-06
easily,2.6905691706897083e-05
east,4.2280372682266844e-05
eastbound,1.9218351219212203e-05
easter,3.84367024384244e-06
eastern,1.153101073152732e-05
easvariya,3.84367024384244e-06
easy,4.612404292610928e-05
easyg,3.84367024384244e-06
eat,6.534239414532148e-05
eaten,7.68734048768488e-06
eatin,3.84367024384244e-06
eating,3.8436702438424406e-05
ebay,3.84367024384244e-06
ebb,3.84367024384244e-06
ebert,3.84367024384244e-06
ebola,3.84367024384244e-06
ebony,7.68734048768488e-06
ebonyandivory,7.68734048768488e-06
ec,3.84367024384244e-06
echa,3.84367024384244e-06
echchan,3.84367024384244e-06
echha,3.84367024384244e-06
echo,3.84367024384244e-06
eckerd,3.84367024384244e-06
eco,7.68734048768488e-06
economic,2.6905691706897083e-05
economical,3.84367024384244e-06
economically,1.153101073152732e-05
economics,1.153101073152732e-05
economist,3.84367024384244e-06
economy,3.074936195073952e-05
ect,3.84367024384244e-06
ed,5.3811383413794166e-05
edd,3.84367024384244e-06
eddi,3.84367024384244e-06
eddie,3.84367024384244e-06
edgbaston,3.84367024384244e-06
edge,7.68734048768488e-06
edged,3.84367024384244e-06
edging,3.84367024384244e-06
edi,7.68734048768488e-06
edible,3.84367024384244e-06
edinburgh,3.84367024384244e-06
edit,3.84367024384244e-06
edition,7.68734048768488e-06
editorial,3.84367024384244e-06
edmonds,3.84367024384244e-06
edmonton,3.074936195073952e-05
edu,3.84367024384244e-06
educate,3.84367024384244e-06
educated,1.9218351219212203e-05
education,6.918606438916392e-05
educational,3.84367024384244e-06
educatn,7.68734048768488e-06
edwards,3.84367024384244e-06
ee,7.68734048768488e-06
eed,1.153101073152732e-05
eeeeee,3.84367024384244e-06
eeeeek,3.84367024384244e-06
eek,7.68734048768488e-06
eena,3.84367024384244e-06
eent,1.153101073152732e-05
eente,3.84367024384244e-06
ees,3.84367024384244e-06
eet,7.68734048768488e-06
eeto,3.84367024384244e-06
eewww,3.84367024384244e-06
effat,3.84367024384244e-06
effect,5.3811383413794166e-05
effected,3.84367024384244e-06
effective,1.537468097536976e-05
effects,1.153101073152732e-05
effort,1.9218351219212203e-05
efforts,3.459303219458196e-05
efrt,3.84367024384244e-06
eg,1.153101073152732e-05
egaijrzdya,3.84367024384244e-06
egd,3.84367024384244e-06
egebazwnmn,3.84367024384244e-06
eggs,7.68734048768488e-06
egnor,3.84367024384244e-06
ego,2.6905691706897083e-05
egotism,7.68734048768488e-06
egypt,7.687340487684881e-05
egyptian,3.84367024384244e-06
egyptians,3.84367024384244e-06
eh,1.537468097536976e-05
eha,3.84367024384244e-06
ehi,3.84367024384244e-06
eho,3.84367024384244e-06
ehr,3.84367024384244e-06
ehsa,3.84367024384244e-06
ehsaan,3.84367024384244e-06
ehsaas,3.84367024384244e-06
ehsan,7.68734048768488e-06
ehsman,3.84367024384244e-06
ei,3.84367024384244e-06
eid,0.0004381784077980382
eidd,3.84367024384244e-06
eidi,1.153101073152732e-05
eidmubarak,3.84367024384244e-06
eidmubarakh,3.84367024384244e-06
eiffel,7.68734048768488e-06
eight,1.9218351219212203e-05
einstein,1.153101073152732e-05
eint,7.68734048768488e-06
eis,1.153101073152732e-05
eiske,3.84367024384244e-06
eit,7.68734048768488e-06
either,4.612404292610928e-05
eivcykmnnj,3.84367024384244e-06
ek,0.002951938747270994
ekataa,3.84367024384244e-06
ekbaaf,3.84367024384244e-06
ekbar,1.153101073152732e-05
ekchh,3.84367024384244e-06
ekdam,1.9218351219212203e-05
ekdm,1.9218351219212203e-05
ekdum,6.149872390147904e-05
ekdusre,7.68734048768488e-06
ekela,3.84367024384244e-06
ekhade,3.84367024384244e-06
eklauta,3.84367024384244e-06
ekmatra,3.84367024384244e-06
eksi,3.84367024384244e-06
ekta,1.153101073152732e-05
el,1.537468097536976e-05
ela,3.84367024384244e-06
elakaomain,3.84367024384244e-06
elava,3.84367024384244e-06
elawa,3.84367024384244e-06
elbow,3.84367024384244e-06
elder,3.84367024384244e-06
elders,3.84367024384244e-06
eleanor,2.306202146305464e-05
elec,3.84367024384244e-06
elect,1.9218351219212203e-05
elected,4.2280372682266844e-05
election,0.00023062021463054642
elections,9.993542633990344e-05
electric,7.68734048768488e-06
electricity,3.8436702438424406e-05
electrifying,3.84367024384244e-06
electronic,3.84367024384244e-06
elekum,3.84367024384244e-06
elementary,7.68734048768488e-06
elements,3.84367024384244e-06
elephanta,3.84367024384244e-06
elevated,3.84367024384244e-06
elevator,3.84367024384244e-06
eli,5.7655053657636605e-05
elif,3.84367024384244e-06
eligibility,3.84367024384244e-06
elimination,3.074936195073952e-05
elite,7.68734048768488e-06
elizabeth,7.68734048768488e-06
ellen,1.537468097536976e-05
eller,3.84367024384244e-06
ellie,3.84367024384244e-06
elliott,3.84367024384244e-06
ellis,4.2280372682266844e-05
elmbridge,3.84367024384244e-06
elmira,3.84367024384244e-06
elon,1.153101073152732e-05
elongated,3.84367024384244e-06
else,0.00011146643707143077
elsewhere,7.68734048768488e-06
em,3.074936195073952e-05
emagrecemenina,3.84367024384244e-06
email,3.459303219458196e-05
emailing,3.84367024384244e-06
emamdar,3.84367024384244e-06
eman,3.84367024384244e-06
emandar,3.84367024384244e-06
emandari,3.84367024384244e-06
embarass,3.84367024384244e-06
embarrased,3.84367024384244e-06
embarrass,3.84367024384244e-06
embarrassed,1.153101073152732e-05
embarrassing,7.68734048768488e-06
embarresing,3.84367024384244e-06
embassy,3.84367024384244e-06
embodies,3.84367024384244e-06
embolism,3.84367024384244e-06
embracing,3.84367024384244e-06
emergency,3.84367024384244e-06
emerjancy,3.84367024384244e-06
emi,3.84367024384244e-06
emile,3.84367024384244e-06
eminem,3.84367024384244e-06
emmedar,3.84367024384244e-06
emmys,3.84367024384244e-06
emoticon,1.537468097536976e-05
emotion,1.537468097536976e-05
emotional,7.302973463300636e-05
emotionally,7.68734048768488e-06
emotions,2.6905691706897083e-05
emotnl,3.84367024384244e-06
emphasis,7.68734048768488e-06
emphasizes,3.84367024384244e-06
emphysema,3.84367024384244e-06
empire,7.68734048768488e-06
employ,3.84367024384244e-06
employed,7.68734048768488e-06
employee,3.84367024384244e-06
employees,1.9218351219212203e-05
employing,3.84367024384244e-06
employment,1.537468097536976e-05
empower,3.84367024384244e-06
empowerment,7.68734048768488e-06
emptional,3.84367024384244e-06
empty,7.68734048768488e-06
emr,3.84367024384244e-06
emraan,3.84367024384244e-06
emtion,3.84367024384244e-06
emulate,3.84367024384244e-06
en,2.306202146305464e-05
ena,3.84367024384244e-06
enacted,3.84367024384244e-06
enacting,3.84367024384244e-06
encephalitis,3.84367024384244e-06
ench,7.68734048768488e-06
enclosure,3.84367024384244e-06
encontrd,3.84367024384244e-06
encounter,1.537468097536976e-05
encourage,7.68734048768488e-06
encouragement,3.84367024384244e-06
encroachment,7.68734048768488e-06
encroachments,3.84367024384244e-06
end,0.00026521324682512835
ended,2.6905691706897083e-05
endg,3.84367024384244e-06
endin,3.84367024384244e-06
ending,1.9218351219212203e-05
endings,3.84367024384244e-06
endless,7.68734048768488e-06
endofwatch,3.84367024384244e-06
